id,legacy_id,type,public_id,name,export,state,annotation_quality,description,cas_number,melting_point,protein_formula,protein_weight,experimental_solubility,experimental_logp,hydrophobicity,isoelectric_point,metabolism,kegg_compound_id,pubchem_compound_id,pubchem_substance_id,chebi_id,het_id,uniprot_id,uniprot_name,genbank_id,wikipedia_id,synthesis_citations,general_citations,comments,protein_structure_file_name,protein_structure_content_type,protein_structure_file_size,protein_structure_updated_at,msds_file_name,msds_content_type,msds_file_size,msds_updated_at,creator_id,updater_id,created_at,updated_at,phenolexplorer_id,dfc_id,hmdb_id,duke_id,drugbank_id,bigg_id,eafus_id,knapsack_id,boiling_point,boiling_point_reference,charge,charge_reference,density,density_reference,optical_rotation,optical_rotation_reference,percent_composition,percent_composition_reference,physical_description,physical_description_reference,refractive_index,refractive_index_reference,uv_index,uv_index_reference,experimental_pka,experimental_pka_reference,experimental_solubility_reference,experimental_logp_reference,hydrophobicity_reference,isoelectric_point_reference,melting_point_reference,moldb_alogps_logp,moldb_logp,moldb_alogps_logs,moldb_smiles,moldb_pka,moldb_formula,moldb_average_mass,moldb_inchi,moldb_mono_mass,moldb_inchikey,moldb_alogps_solubility,moldb_id,moldb_iupac,structure_source,duplicate_id,old_dfc_id,dfc_name,compound_source,flavornet_id,goodscent_id,superscent_id,phenolexplorer_metabolite_id,kingdom,superklass,klass,subklass,direct_parent,molecular_framework,chembl_id,chemspider_id,meta_cyc_id,foodcomex,phytohub_id
133,193,SmallMoleculeCompound,FDB000133,6-Geranylnaringenin,TRUE,,low,,475207-59-1,,,,,,,,,,5716903,,,,,,,,,,,,,,,,,,,,,2010-04-08 22:04:27 UTC,2017-04-03 04:51:50 UTC,223,,,,,,,C00008273,,,,,,,,,,,,,,,,,,,,,,,,4.84,6.22,-5.08,CC(C)=CCC\C(C)=C\CC1=C(O)C=C2O[C@@H](CC(=O)C2=C1O)C1=CC=C(O)C=C1,9.44,C25H28O5,408.4868,"InChI=1S/C25H28O5/c1-15(2)5-4-6-16(3)7-12-19-20(27)13-23-24(25(19)29)21(28)14-22(30-23)17-8-10-18(26)11-9-17/h5,7-11,13,22,26-27,29H,4,6,12,14H2,1-3H3/b16-7+/t22-/m0/s1",408.193674,InChIKey=XYIQIBWIEGCVQY-RWHUQTJRSA-N,3.39e-03 g/l,41434,"(2S)-6-[(2E)-3,7-dimethylocta-2,6-dien-1-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",BIOSPIDER,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
135,206,SmallMoleculeCompound,FDB000135,Luteolin 7-O-diglucuronide,TRUE,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:27 UTC,2015-07-20 21:30:24 UTC,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,-1.4925,-2.18,O[C@@H]1[C@@H](O)[C@H](OC(=O)[C@H]2O[C@@H](OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)O[C@@H]([C@H]1O)C(O)=O,8.2973,C27H26O18,638.4845,"InChI=1S/C27H26O18/c28-9-2-1-7(3-10(9)29)13-6-12(31)15-11(30)4-8(5-14(15)42-13)41-26-20(36)17(33)19(35)23(44-26)25(40)45-27-21(37)16(32)18(34)22(43-27)24(38)39/h1-6,16-23,26-30,32-37H,(H,38,39)/t16-,17-,18-,19-,20+,21+,22-,23-,26+,27-/m0/s1",638.1119,InChIKey=SPWLSDULYCMRFB-VMEISIRMSA-N,4.26e+00 g/l,80782,"(2S,3S,4S,5R,6S)-6-{[(2S,3S,4S,5R,6S)-6-{[2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-4H-chromen-7-yl]oxy}-3,4,5-trihydroxyoxan-2-yl]carbonyloxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
136,215,SmallMoleculeCompound,FDB000136,Apigenin 6-C-arabinoside 8-C-glucoside,TRUE,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:27 UTC,2015-07-20 21:30:24 UTC,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,-2.1776,-1.94,OC[C@@H]1OC([C@H](O)[C@H]1O)C1=C(O)C(C2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C2OC(=CC(=O)C2=C1O)C1=CC=C(O)C=C1,8.4775,C26H28O14,564.4921,"InChI=1S/C26H28O14/c27-6-12-17(31)21(35)23(37)26(40-12)16-20(34)15(25-22(36)18(32)13(7-28)39-25)19(33)14-10(30)5-11(38-24(14)16)8-1-3-9(29)4-2-8/h1-5,12-13,17-18,21-23,25-29,31-37H,6-7H2/t12-,13+,17-,18+,21+,22-,23-,25?,26?/m1/s1",564.1479,InChIKey=DRLZZQRQMWQRLZ-FBMRRHFKSA-N,6.44e+00 g/l,39850,"6-[(3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[(3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-chromen-4-one",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
137,216,SmallMoleculeCompound,FDB000137,Apigenin 6-C-galactoside 8-C-arabinoside,TRUE,,low,,,347.5 oC,,,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:27 UTC,2015-07-20 21:30:24 UTC,250,,,,,,,,,,,,,,,,,,,,,,,,,,,"PERRISSOUD,D & TESTA,B (1986)",,,,-0.7,-2.1776,-1.95,OC[C@H]1OC([C@@H](O)[C@@H]1O)C1=C2OC(=CC(=O)C2=C(O)C(C2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)=C1O)C1=CC=C(O)C=C1,8.4775,C26H28O14,564.4921,"InChI=1S/C26H28O14/c27-6-12-17(31)21(35)23(37)25(39-12)15-19(33)14-10(30)5-11(8-1-3-9(29)4-2-8)38-24(14)16(20(15)34)26-22(36)18(32)13(7-28)40-26/h1-5,12-13,17-18,21-23,25-29,31-37H,6-7H2/t12-,13-,17+,18-,21+,22+,23-,25?,26?/m1/s1",564.1479,InChIKey=TUIJPUWSXVFWSH-RLRXGGGNSA-N,6.39e+00 g/l,40118,"8-[(3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[(3R,4R,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-chromen-4-one",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
138,218,SmallMoleculeCompound,FDB000138,Apigenin 7-O-glucuronide,TRUE,,low,,,347.5 oC,,,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:27 UTC,2015-07-20 21:30:24 UTC,252,,,,,,,,,,,,,,,,,,,,,,,,,,,"PERRISSOUD,D & TESTA,B (1986)",,,,1.03,0.7589,-2.52,O[C@@H]1[C@@H](O)[C@H](OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C=C2)O[C@@H]([C@H]1O)C(O)=O,8.3055,C21H18O11,446.361,"InChI=1S/C21H18O11/c22-9-3-1-8(2-4-9)13-7-12(24)15-11(23)5-10(6-14(15)31-13)30-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,16-19,21-23,25-27H,(H,28,29)/t16-,17-,18+,19-,21+/m0/s1",446.0849,InChIKey=JBFOLLJCGUCDQP-ZFORQUDYSA-N,1.35e+00 g/l,41187,"(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-{[5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}oxane-2-carboxylic acid",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
139,219,SmallMoleculeCompound,FDB000139,Luteolin 7-malonylglucoside,TRUE,,low,,98767-38-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:27 UTC,2017-02-15 22:26:34 UTC,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,0.4684,-2.92,O[C@H]1[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@@H](OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C(O)=C2)[C@@H]1O,8.2974,C24H22O14,534.4231,"InChI=1S/C24H22O14/c25-11-2-1-9(3-12(11)26)15-6-14(28)20-13(27)4-10(5-16(20)37-15)36-24-23(34)22(33)21(32)17(38-24)8-35-19(31)7-18(29)30/h1-6,17,21-27,32-34H,7-8H2,(H,29,30)/t17-,21-,22+,23-,24-/m1/s1",534.101,InChIKey=RNDGJCZQVKFBPI-ASDZUOGYSA-N,6.41e-01 g/l,80783,"3-{[(2R,3S,4S,5R,6S)-6-{[2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-4H-chromen-7-yl]oxy}-3,4,5-trihydroxyoxan-2-yl]methoxy}-3-oxopropanoic acid",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
140,222,SmallMoleculeCompound,FDB000140,Luteolin 6-C-glucoside 8-C-arabinoside,TRUE,,low,A polyphenol compound found in foods of plant origin [PhenolExplorer; Access personnal copy],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:27 UTC,2015-07-20 21:30:24 UTC,256,,HMDB29258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.97,-3.1115,-1.73,OC[C@H]1OC([C@H](O)[C@@H](O)[C@@H]1O)C1=C(O)C(C2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C2OC(=CC(=O)C2=C1O)C1=CC=C(O)C(O)=C1,8.4656,C27H30O16,610.5175,"InChI=1S/C27H30O16/c28-5-12-17(33)21(37)23(39)26(42-12)15-19(35)14-10(32)4-11(7-1-2-8(30)9(31)3-7)41-25(14)16(20(15)36)27-24(40)22(38)18(34)13(6-29)43-27/h1-4,12-13,17-18,21-24,26-31,33-40H,5-6H2/t12-,13-,17-,18-,21+,22+,23-,24-,26?,27?/m1/s1",610.1534,InChIKey=ZLPSOQFIIQIIAX-DAMJSERUSA-N,1.14e+01 g/l,80784,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6,8-bis[(3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-chromen-4-one",MANUAL,,,,PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid 8-C-glycosides,Aromatic heteropolycyclic compounds,,,,,
142,224,SmallMoleculeCompound,FDB000142,Luteolin 7-O-(2-apiosyl-4-glucosyl-6-malonyl)-glucoside,TRUE,,low,A polyphenol compound found in foods of plant origin [PhenolExplorer; Access personnal copy],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:27 UTC,2015-07-20 21:30:24 UTC,258,,HMDB29259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14,-2.5789,-2.26,OC[C@@H]1O[C@@H](O[C@@H]2[C@@H](COC(=O)CC(O)=O)O[C@@H](OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC=C(O)C(O)=C3)[C@H](O[C@@H]3OC[C@](O)(CO)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,8.2973,C35H40O23,828.6783,"InChI=1S/C35H40O23/c36-8-20-25(45)26(46)27(47)32(55-20)57-29-21(9-51-23(44)7-22(42)43)56-33(30(28(29)48)58-34-31(49)35(50,10-37)11-52-34)53-13-4-16(40)24-17(41)6-18(54-19(24)5-13)12-1-2-14(38)15(39)3-12/h1-6,20-21,25-34,36-40,45-50H,7-11H2,(H,42,43)/t20-,21+,25+,26-,27+,28-,29+,30+,31-,32-,33+,34-,35+/m0/s1",828.196,InChIKey=UAGBVLJNVRPERW-FBGGEYGISA-N,4.54e+00 g/l,80787,"3-{[(2R,3S,4S,5R,6S)-5-{[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy}-6-{[2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-4H-chromen-7-yl]oxy}-4-hydroxy-3-{[(2S,3R,4S,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]methoxy}-3-oxopropanoic acid",MANUAL,,,,PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Aromatic heteropolycyclic compounds,,,,,
143,225,SmallMoleculeCompound,FDB000143,Apigenin 6-C-glucoside 8-C-arabinoside,TRUE,,low,A polyphenol compound found in foods of plant origin [PhenolExplorer; Access personnal copy],,347.5 oC,,,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:27 UTC,2015-07-20 21:30:24 UTC,259,,HMDB29260,,,,,,,,,,,,,,,,,,,,,,,,,"PERRISSOUD,D & TESTA,B (1986)",,,,-0.7,-2.1776,-1.95,OC[C@@H]1OC([C@H](O)[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C(C2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C1O)C1=CC=C(O)C=C1,8.4775,C26H28O14,564.4921,"InChI=1S/C26H28O14/c27-6-12-17(31)21(35)23(37)25(39-12)15-19(33)14-10(30)5-11(8-1-3-9(29)4-2-8)38-24(14)16(20(15)34)26-22(36)18(32)13(7-28)40-26/h1-5,12-13,17-18,21-23,25-29,31-37H,6-7H2/t12-,13+,17-,18+,21+,22-,23-,25?,26?/m1/s1",564.1479,InChIKey=TUIJPUWSXVFWSH-FBMRRHFKSA-N,6.39e+00 g/l,41631,"8-[(3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[(3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-chromen-4-one",MANUAL,,,,PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid 8-C-glycosides,Aromatic heteropolycyclic compounds,,,,,
144,226,SmallMoleculeCompound,FDB000144,Luteolin 7-O-(2-apiosyl-6-malonyl)-glucoside,TRUE,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:27 UTC,2015-07-20 21:30:24 UTC,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,-0.8081,-2.81,OC[C@@]1(O)CO[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@H]2OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C(O)=C2)[C@@H]1O,8.2973,C29H30O18,666.5377,"InChI=1S/C29H30O18/c30-9-29(41)10-43-28(26(29)40)47-25-24(39)23(38)19(8-42-21(37)7-20(35)36)46-27(25)44-12-4-15(33)22-16(34)6-17(45-18(22)5-12)11-1-2-13(31)14(32)3-11/h1-6,19,23-28,30-33,38-41H,7-10H2,(H,35,36)/t19-,23-,24+,25-,26+,27-,28+,29-/m1/s1",666.1432,InChIKey=LPOQROCPKZWCGK-CQRLEKJLSA-N,1.04e+00 g/l,80786,"3-{[(2R,3S,4S,5R,6S)-5-{[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy}-6-{[2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-4H-chromen-7-yl]oxy}-3,4-dihydroxyoxan-2-yl]methoxy}-3-oxopropanoic acid",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
146,241,SmallMoleculeCompound,FDB000146,Jaceosidin,TRUE,,low,,18085-97-7,,,,,,,,,,5379096,,,,,,,,,,,,,,,,,,,,,2010-04-08 22:04:27 UTC,2017-02-15 22:26:34 UTC,275,,,,,,,C00003890,,,,,,,,,,,,,,,,,,,,,,,,3.05,2.39,-3.72,COC1=CC(=CC=C1O)C1=CC(=O)C2=C(O1)C=C(O)C(OC)=C2O,9.11,C17H14O7,330.2889,"InChI=1S/C17H14O7/c1-22-13-5-8(3-4-9(13)18)12-6-10(19)15-14(24-12)7-11(20)17(23-2)16(15)21/h3-7,18,20-21H,1-2H3",330.0739528,InChIKey=GLAAQZFBFGEBPS-UHFFFAOYSA-N,6.28e-02 g/l,41172,"5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-6-methoxy-4H-chromen-4-one",BIOSPIDER,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
148,247,SmallMoleculeCompound,FDB000148,Apigenin 7-O-(6''-malonyl-apiosyl-glucoside),TRUE,,low,,,347.5 oC,,,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:27 UTC,2015-07-20 21:30:24 UTC,281,,,,,,,,,,,,,,,,,,,,,,,,,,,"PERRISSOUD,D & TESTA,B (1986)",,,,0.6,-0.3685,-2.88,O[C@@H]1[C@@H](COC(=O)CC(O)=O)O[C@@H](OC[C@H]2O[C@@H](OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O,8.3055,C29H30O17,650.5383,"InChI=1S/C29H30O17/c30-12-3-1-11(2-4-12)16-7-15(32)22-14(31)5-13(6-17(22)44-16)43-29-27(40)25(38)23(36)19(46-29)10-42-28-26(39)24(37)18(45-28)9-41-21(35)8-20(33)34/h1-7,18-19,23-31,36-40H,8-10H2,(H,33,34)/t18-,19-,23-,24-,25+,26-,27-,28-,29-/m1/s1",650.1483,InChIKey=CWXBFJLEJGCTRB-PMUUMJNOSA-N,8.60e-01 g/l,40066,"3-{[(2R,3S,4R,5R)-3,4-dihydroxy-5-{[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-{[5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}oxan-2-yl]methoxy}oxolan-2-yl]methoxy}-3-oxopropanoic acid",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
150,250,SmallMoleculeCompound,FDB000150,Chrysoeriol 7-O-(6''-malonyl-apiosyl-glucoside),TRUE,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:27 UTC,2015-07-20 21:30:24 UTC,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,-0.662195429,-2.92,COC1=CC(=CC=C1O)C1=CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](COC(=O)CC(O)=O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1OC[C@](O)(CO)[C@H]1O)C=C2O,8.432563696,C30H32O18,680.5643,"InChI=1S/C30H32O18/c1-42-18-4-12(2-3-14(18)32)17-7-16(34)23-15(33)5-13(6-19(23)46-17)45-28-26(48-29-27(40)30(41,10-31)11-44-29)25(39)24(38)20(47-28)9-43-22(37)8-21(35)36/h2-7,20,24-29,31-33,38-41H,8-11H2,1H3,(H,35,36)/t20-,24-,25+,26-,27+,28-,29+,30-/m1/s1",680.1588642,InChIKey=IGMXPYZQDLGVQE-NJCUNIDNSA-N,8.27e-01 g/l,27757,"3-{[(2R,3S,4S,5R,6S)-5-{[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy}-3,4-dihydroxy-6-{[5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}oxan-2-yl]methoxy}-3-oxopropanoic acid",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
152,253,SmallMoleculeCompound,FDB000152,Apigenin 7-O-diglucuronide,TRUE,,low,,,347.5 oC,,,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:27 UTC,2015-07-20 21:30:24 UTC,287,,,,,,,,,,,,,,,,,,,,,,,,,,,"PERRISSOUD,D & TESTA,B (1986)",,,,0.86,-0.6917,-2.33,O[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]2OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C=C2)C(O)=O)O[C@@H]([C@H]1O)C(O)=O,3.2213,C27H26O17,622.4851,"InChI=1S/C27H26O17/c28-9-3-1-8(2-4-9)13-7-12(30)15-11(29)5-10(6-14(15)41-13)40-27-23(19(34)18(33)22(43-27)25(38)39)44-26-20(35)16(31)17(32)21(42-26)24(36)37/h1-7,16-23,26-29,31-35H,(H,36,37)(H,38,39)/t16-,17-,18-,19-,20+,21-,22-,23+,26-,27+/m0/s1",622.117,InChIKey=SJFTVAAHLRFBST-DBFWEQBMSA-N,2.94e+00 g/l,39778,"(2S,3S,4S,5R,6S)-5-{[(2R,3R,4S,5S,6S)-6-carboxy-3,4,5-trihydroxyoxan-2-yl]oxy}-3,4-dihydroxy-6-{[5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}oxane-2-carboxylic acid",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
154,264,SmallMoleculeCompound,FDB000154,Quercetin 3-O-xylosyl-glucuronide,TRUE,,low,,117-39-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:27 UTC,2017-04-03 04:56:57 UTC,299,,,QUERCETIN-3-XYLOSYLGLUCURONIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,-1.4623,-2.05,OC[C@H]1O[C@@H](OC(=O)[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,8.4511,C26H26O17,610.4744,"InChI=1S/C26H26O17/c27-6-13-15(32)19(36)25(40-13)43-24(38)23-18(35)17(34)20(37)26(42-23)41-22-16(33)14-11(31)4-8(28)5-12(14)39-21(22)7-1-2-9(29)10(30)3-7/h1-5,13,15,17-20,23,25-32,34-37H,6H2/t13-,15+,17+,18+,19-,20-,23+,25+,26-/m1/s1",610.117,InChIKey=DKHSNOLJPXJJMD-GQDNDFQBSA-N,5.45e+00 g/l,80797,"(2S,3R,4R,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl (2S,3S,4S,5R,6S)-6-{[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-3-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylate",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
162,276,SmallMoleculeCompound,FDB000162,Quercetin 3-O-glucosyl-xyloside,TRUE,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:27 UTC,2015-07-20 21:30:25 UTC,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,-1.2853,-2.21,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,8.4511,C26H28O16,596.4909,"InChI=1S/C26H28O16/c27-6-14-17(32)21(36)25(40-14)38-7-15-18(33)20(35)22(37)26(41-15)42-24-19(34)16-12(31)4-9(28)5-13(16)39-23(24)8-1-2-10(29)11(30)3-8/h1-5,14-15,17-18,20-22,25-33,35-37H,6-7H2/t14-,15-,17+,18-,20+,21-,22-,25-,26+/m1/s1",596.1377,InChIKey=ZFGBNYDDAJMWAZ-DGBSRBSYSA-N,3.65e+00 g/l,80794,"3-{[(2S,3R,4S,5S,6R)-6-({[(2R,3R,4R,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}methyl)-3,4,5-trihydroxyoxan-2-yl]oxy}-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
163,277,SmallMoleculeCompound,FDB000163,Quercetin 3-O-acetyl-rhamnoside,TRUE,,low,,,,,,,,,,,,,,,,,,,,,,Undefined structure,,,,,,,,,,2,2010-04-08 22:04:27 UTC,2015-07-20 21:30:25 UTC,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,1.3432,-2.63,C[C@@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](OC(C)=O)[C@H](O)[C@H]1O,8.4512,C23H22O12,490.4136,"InChI=1S/C23H22O12/c1-8-17(29)19(31)22(33-9(2)24)23(32-8)35-21-18(30)16-14(28)6-11(25)7-15(16)34-20(21)10-3-4-12(26)13(27)5-10/h3-8,17,19,22-23,25-29,31H,1-2H3/t8-,17-,19+,22+,23-/m0/s1",490.1111,InChIKey=QYSPPPJDISHVRH-ZKLNTULWSA-N,1.15e+00 g/l,80789,"(2S,3R,4R,5R,6S)-2-{[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-3-yl]oxy}-4,5-dihydroxy-6-methyloxan-3-yl acetate",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
164,283,SmallMoleculeCompound,FDB000164,Kaempferol 3-O-glucosyl-rhamnosyl-galactoside,TRUE,,low,,136449-09-7,,,,,,,,,,,,,,,,,,,,Undefined structure,,,,,,,,,,2,2010-04-08 22:04:27 UTC,2017-02-15 22:26:34 UTC,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.59,-2.336,-1.93,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,8.4401,C33H40O20,756.6587,"InChI=1S/C33H40O20/c1-10-19(38)29(52-32-25(44)23(42)20(39)16(8-34)50-32)27(46)31(48-10)47-9-17-21(40)24(43)26(45)33(51-17)53-30-22(41)18-14(37)6-13(36)7-15(18)49-28(30)11-2-4-12(35)5-3-11/h2-7,10,16-17,19-21,23-27,29,31-40,42-46H,8-9H2,1H3/t10-,16+,17+,19-,20+,21-,23-,24-,25+,26+,27+,29+,31+,32-,33-/m0/s1",756.2113,InChIKey=MFIXKYXSBNIMPX-CHLFRWFTSA-N,8.88e+00 g/l,80792,"3-{[(2S,3R,4S,5R,6R)-6-({[(2R,3R,4R,5S,6S)-3,5-dihydroxy-6-methyl-4-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}methyl)-3,4,5-trihydroxyoxan-2-yl]oxy}-5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
